,permalink,company_name,category_code,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at,last_milestone_at,days_in_op,first_funding_dayinop,last_funding_dayinop,sa_funded_at,sa_raised_amount_usd,sa_funded_daysop,ag_funded_at,ag_raised_amount_usd,ve_funded_at,ve_raised_amount_usd,cr_funded_at,cr_raised_amount_usd,cr_funded_daysop,ag_funded_daysop,ve_funded_daysop,CA,NY,MA,TX,WA,ave_inf_y,adj_base2018,sa_raised_amount_usd_adj,ag_raised_amount_usd_adj,ve_raised_amount_usd_adj,cr_raised_amount_usd_adj
147,/company/adara-media,Adara Media,advertising,32400000,operating,USA,CA,SF Bay,Mountain View,3,2005-01-01,1,2005-Q1,2005,2006-02-20,2013-02-21,2008-01-01,3195 days 00:00:00.000000000,415.0,2973 days 00:00:00.000000000,0,0.0,0.0,2006-02-20 00:00:00,0.0,2012-01-25 00:00:00,32400000.0,0,0.0,0.0,415.0,2580.0,1,0,0,0,0,18.72727273,0.78,0.0,0.0,25272000.0,0.0
148,/company/adbrite,adBrite,advertising,40400000,acquired,USA,CA,SF Bay,San Francisco,4,2003-01-01,1,2003-Q1,2003,2004-09-01,2012-05-01,2013-06-20,3926 days 00:00:00.000000000,609.0,3408 days 00:00:00.000000000,2004-09-01 00:00:00,4000000.0,609.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,17.58181818,0.73,2920000.0,0.0,0.0,0.0
149,/company/adbuddy,AdBuddy,advertising,100000,operating,USA,NC,Raliegh,Raliegh,1,2012-06-10,6,2012-Q2,2012,2012-09-01,2012-09-01,2012-10-01,478 days 00:00:00.000000000,83.0,83 days 00:00:00.000000000,0,0.0,0.0,2012-09-01 00:00:00,100000.0,0,0.0,0,0.0,0.0,83.0,0.0,0,0,0,0,0,22.19131313,0.91,0.0,91000.0,0.0,0.0
150,/company/adcade,Adcade,advertising,1500000,operating,USA,NY,New York,New York,1,2011-12-01,12,2011-Q4,2011,2012-11-01,2012-11-01,2011-12-01,670 days 00:00:00.000000000,336.0,336 days 00:00:00.000000000,2012-11-01 00:00:00,1500000.0,336.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,21.72111111,0.89,1335000.0,0.0,0.0,0.0
151,/company/adchemy,Adchemy,advertising,119191000,operating,USA,CA,SF Bay,Foster City,7,2004-01-01,1,2004-Q1,2004,2005-02-09,2011-09-21,2012-07-01,3561 days 00:00:00.000000000,405.0,2820 days 00:00:00.000000000,2005-05-10 00:00:00,1775000.0,495.0,0,0.0,2009-10-20 00:00:00,31000000.0,0,0.0,0.0,0.0,2119.0,1,0,0,0,0,18.08080808,0.75,1331250.0,0.0,23250000.0,0.0
152,/company/adconion-media-group,Adconion Media Group,advertising,114000000,operating,USA,CA,Los Angeles,Santa Monica,2,2005-01-01,1,2005-Q1,2005,2008-02-24,2011-05-09,2012-02-01,3195 days 00:00:00.000000000,1149.0,2319 days 00:00:00.000000000,0,0.0,0.0,0,0.0,2011-05-09 00:00:00,34000000.0,0,0.0,0.0,0.0,2319.0,1,0,0,0,0,18.72727273,0.78,0.0,0.0,26520000.0,0.0
153,/company/additech,Additech,automotive,10600000,operating,USA,TX,Houston,Houston,2,1995-01-01,1,1995-Q1,1995,2006-08-09,2010-08-13,2011-01-01,6848 days 00:00:00.000000000,4238.0,5703 days 00:00:00.000000000,0,0.0,0.0,0,0.0,2006-08-09 00:00:00,10600000.0,0,0.0,0.0,0.0,4238.0,0,0,0,1,0,14.39393939,0.6,0.0,0.0,6360000.0,0.0
154,/company/addontv,AddonTV,advertising,1000000,operating,USA,CA,Los Angeles,Beverly Hills,1,2009-08-01,8,2009-Q3,2009,2011-01-01,2011-01-01,2011-04-01,1522 days 00:00:00.000000000,518.0,518 days 00:00:00.000000000,0,0.0,0.0,2011-01-01 00:00:00,1000000.0,0,0.0,0,0.0,0.0,518.0,0.0,1,0,0,0,0,20.67040404,0.85,0.0,850000.0,0.0,0.0
155,/company/addoway,Addoway,ecommerce,50000,operating,USA,CA,SF Bay,San Francisco,1,2010-04-01,4,2010-Q2,2010,2009-12-01,2009-12-01,2010-12-30,1279 days 00:00:00.000000000,-121.0,-121 days +00:00:00.000000000,0,0.0,0.0,2009-12-01 00:00:00,50000.0,0,0.0,0,0.0,0.0,-121.0,0.0,1,0,0,0,0,21.02585859,0.87,0.0,43500.0,0.0,0.0
156,/company/addthis,AddThis,analytics,75000000,operating,USA,VA,Washington DC,Vienna,7,2004-01-01,1,2004-Q1,2004,2006-05-01,2011-10-31,2013-07-30,3561 days 00:00:00.000000000,851.0,2860 days 00:00:00.000000000,2006-05-01 00:00:00,2500000.0,851.0,0,0.0,2006-11-07 00:00:00,2000000.0,0,0.0,0.0,0.0,1041.0,0,0,0,0,0,18.08080808,0.75,1875000.0,0.0,1500000.0,0.0
157,/company/addvocate,Addvocate,enterprise,2390000,operating,USA,CA,SF Bay,San Francisco,1,2012-05-01,5,2012-Q2,2012,2013-07-24,2013-07-24,2013-07-24,518 days 00:00:00.000000000,449.0,449 days 00:00:00.000000000,2013-07-24 00:00:00,2390000.0,449.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,22.19131313,0.91,2174900.0,0.0,0.0,0.0
158,/company/addy,Addy,web,320000,operating,USA,CA,SF Bay,San Francisco,1,2012-05-01,5,2012-Q2,2012,2013-09-23,2013-09-23,2013-02-01,518 days 00:00:00.000000000,510.0,510 days 00:00:00.000000000,0,0.0,0.0,2013-09-23 00:00:00,320000.0,0,0.0,0,0.0,0.0,510.0,0.0,1,0,0,0,0,22.19131313,0.91,0.0,291200.0,0.0,0.0
159,/company/adealio,aDealio,ecommerce,1500000,operating,USA,TX,Austin,Austin,2,2010-04-01,4,2010-Q2,2010,2011-03-01,2011-08-22,2010-04-01,1279 days 00:00:00.000000000,334.0,508 days 00:00:00.000000000,0,0.0,0.0,2011-03-01 00:00:00,500000.0,2011-08-22 00:00:00,1000000.0,0,0.0,0.0,334.0,508.0,0,0,0,1,0,21.02585859,0.87,0.0,435000.0,870000.0,0.0
160,/company/adecn,AdECN,advertising,3100000,acquired,USA,CA,Santa Barbara,Carpinteria,1,2003-01-01,1,2003-Q1,2003,2006-02-01,2006-02-01,2008-01-01,3926 days 00:00:00.000000000,1127.0,1127 days 00:00:00.000000000,2006-02-01 00:00:00,3100000.0,1127.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,17.58181818,0.73,2263000.0,0.0,0.0,0.0
161,/company/adelavoice,AdelaVoice,software,250000,operating,USA,MA,Boston,Boston,1,2010-01-01,1,2010-Q1,2010,2010-04-27,2010-04-27,2010-11-01,1369 days 00:00:00.000000000,116.0,116 days 00:00:00.000000000,0,0.0,0.0,0,0.0,2010-04-27 00:00:00,250000.0,0,0.0,0.0,0.0,116.0,0,0,1,0,0,21.02585859,0.87,0.0,0.0,217500.0,0.0
162,/company/adelphic-mobile,Adelphic Mobile,mobile,12000000,operating,USA,MA,Boston,Waltham,2,2010-01-01,1,2010-Q1,2010,2012-03-13,2012-12-04,2013-05-01,1369 days 00:00:00.000000000,802.0,1068 days 00:00:00.000000000,2012-03-13 00:00:00,12000000.0,802.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,21.02585859,0.87,10440000.0,0.0,0.0,0.0
163,/company/adept-cloud,Adept Cloud,enterprise,700000,acquired,USA,CA,SF Bay,San Mateo,1,2011-06-01,6,2011-Q2,2011,2012-11-01,2012-11-01,2012-01-01,853 days 00:00:00.000000000,519.0,519 days 00:00:00.000000000,2012-11-01 00:00:00,700000.0,519.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,21.72111111,0.89,623000.0,0.0,0.0,0.0
164,/company/adesso-solutions,Adesso Solutions,software,6000000,operating,USA,IL,Chicago,Rolling Meadows,1,2002-01-01,1,2002-Q1,2002,2010-10-25,2010-10-25,2010-10-20,4291 days 00:00:00.000000000,3219.0,3219 days 00:00:00.000000000,0,0.0,0.0,0,0.0,2010-10-25 00:00:00,6000000.0,0,0.0,0.0,0.0,3219.0,0,0,0,0,0,17.16969697,0.71,0.0,0.0,4260000.0,0.0
165,/company/adesto-technologies,Adesto Technologies,semiconductor,23624995,operating,USA,CA,SF Bay,Sunnyvale,4,2006-01-01,1,2006-Q1,2006,2010-06-29,2013-02-14,2011-01-01,2830 days 00:00:00.000000000,1640.0,2601 days 00:00:00.000000000,2012-10-16 00:00:00,1125000.0,2480.0,0,0.0,2010-06-29 00:00:00,3500000.0,0,0.0,0.0,0.0,1640.0,1,0,0,0,0,19.36363636,0.8,900000.0,0.0,2800000.0,0.0
166,/company/adeze,Adeze,advertising,5500000,operating,USA,CA,SF Bay,San Francisco,2,2005-01-01,1,2005-Q1,2005,2006-06-21,2008-04-10,2008-01-01,3195 days 00:00:00.000000000,536.0,1195 days 00:00:00.000000000,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,18.72727273,0.78,0.0,0.0,0.0,0.0
167,/company/adfreeq,adFreeq,advertising,328000,operating,USA,MO,Saint Louis,Columbia,3,2011-07-01,7,2011-Q3,2011,2012-09-19,2013-09-20,2012-06-01,823 days 00:00:00.000000000,446.0,812 days 00:00:00.000000000,0,0.0,0.0,2012-09-19 00:00:00,278000.0,0,0.0,0,0.0,0.0,446.0,0.0,0,0,0,0,0,21.72111111,0.89,0.0,247420.0,0.0,0.0
168,/company/adgent007,AdGent Digital,advertising,5300000,operating,USA,CA,SF Bay,Palo Alto,2,2008-01-01,1,2008-Q1,2008,2008-03-27,2009-02-03,2013-01-01,2100 days 00:00:00.000000000,86.0,399 days 00:00:00.000000000,2008-03-27 00:00:00,5300000.0,86.0,2009-02-03 00:00:00,0.0,0,0.0,0,0.0,0.0,399.0,0.0,1,0,0,0,0,20.74777778,0.85,4505000.0,0.0,0.0,0.0
169,/company/adgrok,AdGrok,advertising,470000,acquired,USA,CA,SF Bay,San Francisco,2,2010-05-01,5,2010-Q2,2010,2010-05-01,2011-03-07,2013-04-17,1249 days 00:00:00.000000000,0.0,310 days 00:00:00.000000000,0,0.0,0.0,2010-05-01 00:00:00,470000.0,0,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,21.02585859,0.87,0.0,408900.0,0.0,0.0
170,/company/adheretech,AdhereTech,biotech,320000,operating,USA,NY,New York,New York,2,2011-10-01,10,2011-Q4,2011,2011-07-19,2013-09-19,2013-06-01,731 days 00:00:00.000000000,-74.0,719 days 00:00:00.000000000,0,0.0,0.0,2011-07-19 00:00:00,320000.0,0,0.0,0,0.0,0.0,-74.0,0.0,0,1,0,0,0,21.72111111,0.89,0.0,284800.0,0.0,0.0
171,/company/adify,Adify,advertising,27000000,acquired,USA,CA,SF Bay,San Bruno,2,2006-08-08,8,2006-Q3,2006,2006-08-01,2007-04-18,2010-01-01,2611 days 00:00:00.000000000,-7.0,253 days 00:00:00.000000000,2006-08-01 00:00:00,8000000.0,-7.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,19.36363636,0.8,6400000.0,0.0,0.0,0.0
172,/company/adimab,Adimab,biotech,39682384,operating,USA,NH,Lebanon,Lebanon,9,2007-05-01,5,2007-Q2,2007,2007-07-01,2012-04-03,2011-01-01,2345 days 00:00:00.000000000,61.0,1799 days 00:00:00.000000000,2007-07-01 00:00:00,6300000.0,61.0,0,0.0,2007-07-16 00:00:00,18002384.0,0,0.0,0.0,0.0,76.0,0,0,0,0,0,19.94363636,0.82,5166000.0,0.0,14761954.879999999,0.0
173,/company/adioso,Adioso,travel,355000,operating,USA,CA,SF Bay,San Francisco,3,2008-01-01,1,2008-Q1,2008,2009-01-01,2010-04-01,2013-08-16,2100 days 00:00:00.000000000,366.0,821 days 00:00:00.000000000,0,0.0,0.0,2009-01-01 00:00:00,355000.0,0,0.0,0,0.0,0.0,366.0,0.0,1,0,0,0,0,20.74777778,0.85,0.0,301750.0,0.0,0.0
174,/company/aditive,Aditive,advertising,3301958,operating,USA,CA,SF Bay,San Francisco,1,2010-01-01,1,2010-Q1,2010,2012-08-22,2012-08-22,2013-01-01,1369 days 00:00:00.000000000,964.0,964 days 00:00:00.000000000,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,21.02585859,0.87,0.0,0.0,0.0,0.0
175,/company/adjacent-applications,Adjacent Applications,mobile,56000,operating,USA,CA,SF Bay,San Francisco,1,2011-01-01,1,2011-Q1,2011,2011-11-15,2011-11-15,2011-01-01,1004 days 00:00:00.000000000,318.0,318 days 00:00:00.000000000,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,21.72111111,0.89,0.0,0.0,0.0,0.0
176,/company/ak-networks,AdKeeper,advertising,43000000,operating,USA,NY,New York,New York,2,2010-01-01,1,2010-Q1,2010,2010-09-15,2011-01-03,2010-12-16,1369 days 00:00:00.000000000,257.0,367 days 00:00:00.000000000,2010-09-15 00:00:00,8000000.0,257.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,21.02585859,0.87,6960000.0,0.0,0.0,0.0
177,/company/adknowledge,Adknowledge,advertising,248000000,operating,USA,MO,Kansas City,Kansas City,2,2004-01-01,1,2004-Q1,2004,2006-03-01,2011-01-12,2013-04-08,3561 days 00:00:00.000000000,790.0,2568 days 00:00:00.000000000,2006-03-01 00:00:00,48000000.0,790.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,18.08080808,0.75,36000000.0,0.0,0.0,0.0
178,/company/admantx,ADmantX,advertising,4144400,operating,USA,CT,West Hartford,West Hartford,2,2010-11-17,11,2010-Q4,2010,2011-06-08,2013-01-28,2012-09-12,1049 days 00:00:00.000000000,203.0,803 days 00:00:00.000000000,2011-06-08 00:00:00,2800000.0,203.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,21.02585859,0.87,2436000.0,0.0,0.0,0.0
179,/company/admeld,Admeld,advertising,30000000,acquired,USA,NY,New York,New York,3,2007-10-01,10,2007-Q4,2007,2008-11-10,2010-08-01,2011-12-02,2192 days 00:00:00.000000000,406.0,1035 days 00:00:00.000000000,2008-11-10 00:00:00,7000000.0,406.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,19.94363636,0.82,5740000.0,0.0,0.0,0.0
180,/company/admitone-security,AdmitOne Security,security,19000000,operating,USA,WA,Seattle,Issaquah,2,2002-01-01,1,2002-Q1,2002,2005-11-09,2008-01-08,2005-01-01,4291 days 00:00:00.000000000,1408.0,2198 days 00:00:00.000000000,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,17.16969697,0.71,0.0,0.0,0.0,0.0
181,/company/admittance-technologies,Admittance Technologies,medical,1990000,operating,USA,TX,Austin,"Austin,",1,2010-01-01,1,2010-Q1,2010,2013-01-19,2013-01-19,2013-02-01,1369 days 00:00:00.000000000,1114.0,1114 days 00:00:00.000000000,0,0.0,0.0,0,0.0,2013-01-19 00:00:00,1990000.0,0,0.0,0.0,0.0,1114.0,0,0,0,1,0,21.02585859,0.87,0.0,0.0,1731300.0,0.0
182,/company/admitted-ly,Admitted.ly,education,415000,operating,USA,NY,New York,New York,2,2013-05-01,5,2013-Q2,2013,2013-06-03,2013-07-01,2013-06-07,153 days 00:00:00.000000000,33.0,61 days 00:00:00.000000000,0,0.0,0.0,2013-06-03 00:00:00,415000.0,0,0.0,0,0.0,0.0,33.0,0.0,0,1,0,0,0,22.531010100000003,0.92,0.0,381800.0,0.0,0.0
183,/company/admob,AdMob,advertising,46800000,acquired,USA,CA,SF Bay,Mountain View,4,2006-12-01,12,2006-Q4,2006,2006-09-01,2009-01-29,2013-06-13,2496 days 00:00:00.000000000,-91.0,790 days 00:00:00.000000000,2006-09-01 00:00:00,3600000.0,-91.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,19.36363636,0.8,2880000.0,0.0,0.0,0.0
184,/company/admobius,AdMobius,advertising,5000000,operating,USA,CA,SF Bay,San Mateo,1,2011-07-01,7,2011-Q3,2011,2012-01-01,2012-01-01,2012-11-01,823 days 00:00:00.000000000,184.0,184 days 00:00:00.000000000,2012-01-01 00:00:00,5000000.0,184.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,21.72111111,0.89,4450000.0,0.0,0.0,0.0
185,/company/adnexus,Adnexus,biotech,42500000,operating,USA,MA,Boston,Waltham,2,2002-01-01,1,2002-Q1,2002,2006-06-26,2007-08-07,2007-09-24,4291 days 00:00:00.000000000,1637.0,2044 days 00:00:00.000000000,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,17.16969697,0.71,0.0,0.0,0.0,0.0
186,/company/adometry,Adometry,advertising,37450003,operating,USA,TX,Austin,Austin,7,2005-01-01,1,2005-Q1,2005,2007-01-01,2013-01-21,2013-01-21,3195 days 00:00:00.000000000,730.0,2942 days 00:00:00.000000000,2007-01-01 00:00:00,5000000.0,730.0,2009-10-28 00:00:00,450000.0,2013-01-21 00:00:00,8000000.0,0,0.0,0.0,1761.0,2942.0,0,0,0,1,0,18.72727273,0.78,3900000.0,351000.0,6240000.0,0.0
187,/company/adomo,Adomo,public_relations,22000000,operating,USA,CA,SF Bay,Cupertino,2,1999-08-01,8,1999-Q3,1999,1999-11-01,2007-06-28,2006-01-01,5175 days 00:00:00.000000000,92.0,2888 days 00:00:00.000000000,1999-11-01 00:00:00,7000000.0,92.0,0,0.0,2007-06-28 00:00:00,15000000.0,0,0.0,0.0,0.0,2888.0,1,0,0,0,0,15.82828283,0.66,4620000.0,0.0,9900000.0,0.0
188,/company/adore-me,Adore Me,fashion,11500000,operating,USA,NY,New York,New York,3,2011-05-01,5,2011-Q2,2011,2011-11-01,2013-07-09,2012-06-06,884 days 00:00:00.000000000,184.0,800 days 00:00:00.000000000,2012-04-01 00:00:00,2500000.0,336.0,2011-11-01 00:00:00,500000.0,0,0.0,0,0.0,0.0,184.0,0.0,0,1,0,0,0,21.72111111,0.89,2225000.0,445000.0,0.0,0.0
189,/company/adotube,AdoTube,advertising,1230000,acquired,USA,NY,New York,New York,2,2007-02-26,2,2007-Q1,2007,2007-07-31,2008-04-01,2011-07-12,2409 days 00:00:00.000000000,155.0,400 days 00:00:00.000000000,0,0.0,0.0,2007-07-31 00:00:00,1230000.0,0,0.0,0,0.0,0.0,155.0,0.0,0,1,0,0,0,19.94363636,0.82,0.0,1008599.9999999999,0.0,0.0
